date,product_id,sales,category,region,price,discount,rating,views,clicks,cost_price
2056-07-01,P017,94,B,North,87.02,23.18,5,3939,447,63.839999999999996
2056-07-02,P015,75,C,East,30.97,17.35,2,2540,389,13.619999999999997
2056-07-03,P001,81,C,East,48.15,4.53,3,156,272,43.62
2056-07-04,P013,69,B,South,49.98,12.27,5,1105,10,37.709999999999994
2056-07-05,P010,74,C,West,84.95,14.48,2,3819,269,70.47
2056-07-06,P012,62,A,West,70.84,10.89,5,664,291,59.95
2056-07-07,P016,75,D,North,80.24,23.51,5,4775,373,56.72999999999999
2056-07-08,P002,74,C,South,72.4,26.04,1,2078,167,46.36000000000001
2056-07-09,P003,80,A,East,63.34,9.47,1,766,132,53.870000000000005
2056-07-10,P008,71,D,North,21.92,4.85,5,1033,236,17.07
2056-07-11,P020,78,A,North,84.97,19.82,2,1659,40,65.15
2056-07-12,P015,74,E,South,64.66,11.38,1,1930,91,53.279999999999994
2056-07-13,P019,74,D,North,73.11,10.72,3,505,285,62.39
2056-07-14,P018,78,E,East,80.09,12.37,3,3050,103,67.72
2056-07-15,P001,78,C,East,38.05,11.44,3,886,65,26.61
2056-07-16,P019,85,C,East,49.36,28.64,3,4459,100,20.72
2056-07-17,P002,76,A,West,58.72,13.1,2,302,32,45.62
2056-07-18,P005,74,B,North,40.85,6.45,5,1684,286,34.4
2056-07-19,P018,76,A,North,33.27,8.87,4,681,212,24.400000000000006
2056-07-20,P016,70,E,East,79.91,14.42,4,586,493,65.49
2056-07-21,P010,74,D,West,77.84,39.89,1,4547,62,37.95
2056-07-22,P003,98,B,South,84.86,22.33,2,2474,138,62.53
2056-07-23,P010,68,A,East,72.7,43.87,2,4577,394,28.830000000000005
2056-07-24,P013,75,E,South,38.06,2.8,4,4865,191,35.260000000000005
2056-07-25,P010,74,E,East,39.43,30.78,2,2641,330,8.649999999999999
2056-07-26,P011,75,C,South,57.5,15.81,3,1775,64,41.69
2056-07-27,P007,74,A,West,85.2,19.7,1,2485,88,65.5
2056-07-28,P002,80,A,South,41.17,13.61,2,3913,105,27.560000000000002
2056-07-29,P019,61,E,North,78.93,14.58,2,2067,135,64.35000000000001
2056-07-30,P018,88,A,South,37.51,6.41,4,1232,308,31.099999999999998
2056-07-31,P011,84,C,West,40.47,5.55,3,3812,435,34.92
2056-08-01,P017,65,B,North,77.71,9.49,2,1836,15,68.22
2056-08-02,P003,55,E,East,71.07,5.71,3,1104,346,65.36
2056-08-03,P020,68,C,South,28.74,2.78,3,2661,326,25.959999999999997
2056-08-04,P012,75,C,West,84.43,33.95,2,378,477,50.480000000000004
2056-08-05,P002,104,D,West,80.61,23.68,2,4556,129,56.93
2056-08-06,P001,83,B,South,81.77,9.5,4,1651,146,72.27
2056-08-07,P009,60,C,West,52.33,9.17,4,887,233,43.16
2056-08-08,P019,71,D,East,39.58,10.9,1,2815,227,28.68
2056-08-09,P008,77,D,West,86.48,9.02,4,1803,163,77.46000000000001
2056-08-10,P009,80,A,East,62.94,36.94,2,3574,65,26.0
2056-08-11,P007,65,C,South,93.79,31.81,1,3450,342,61.980000000000004
2056-08-12,P004,77,E,West,32.84,3.95,1,3570,11,28.890000000000004
2056-08-13,P016,71,A,South,97.81,27.31,1,2138,368,70.5
2056-08-14,P006,67,B,North,44.13,4.83,4,4306,230,39.300000000000004
2056-08-15,P018,81,E,North,44.6,8.34,2,3833,391,36.260000000000005
2056-08-16,P002,86,E,South,31.49,18.28,3,1007,150,13.209999999999997
2056-08-17,P011,86,D,South,96.85,43.34,3,4140,234,53.50999999999999
2056-08-18,P005,84,C,East,13.57,3.21,1,2543,355,10.36
2056-08-19,P017,73,D,East,52.6,10.74,3,1378,206,41.86
2056-08-20,P005,85,D,North,42.89,16.09,4,2363,334,26.8
2056-08-21,P003,81,C,West,24.33,3.02,1,2921,62,21.31
2056-08-22,P019,79,C,North,74.19,29.49,1,828,276,44.7
2056-08-23,P008,72,C,West,90.85,41.12,3,4448,340,49.73
2056-08-24,P011,73,D,East,31.92,16.38,2,1175,247,15.540000000000003
2056-08-25,P003,79,C,East,54.79,9.99,2,2147,443,44.8
2056-08-26,P003,103,C,East,62.04,30.12,5,3287,494,31.919999999999998
2056-08-27,P001,81,E,West,45.14,16.02,2,2729,398,29.12
2056-08-28,P013,72,D,East,92.94,51.2,5,2438,451,41.739999999999995
2056-08-29,P010,70,C,West,51.54,16.22,1,1100,29,35.32
2056-08-30,P006,73,D,West,98.45,22.37,3,4088,400,76.08
2056-08-31,P011,100,B,West,36.57,7.4,1,1674,97,29.17
2056-09-01,P008,74,A,West,16.59,0.77,1,1639,358,15.82
2056-09-02,P019,87,E,East,61.75,17.98,4,2402,283,43.769999999999996
2056-09-03,P011,75,E,East,84.1,25.67,2,3743,221,58.42999999999999
2056-09-04,P006,81,D,North,44.96,24.23,1,2381,165,20.73
2056-09-05,P012,86,C,East,26.66,18.15,4,3029,239,8.510000000000002
2056-09-06,P018,73,D,West,76.44,43.03,3,202,19,33.41
2056-09-07,P003,72,A,South,34.38,2.72,4,1023,118,31.660000000000004
2056-09-08,P013,95,E,West,79.28,18.28,4,2678,172,61.0
2056-09-09,P004,88,E,South,33.61,9.17,4,4010,419,24.439999999999998
2056-09-10,P009,86,A,West,60.16,18.81,3,3672,65,41.349999999999994
2056-09-11,P016,86,D,South,89.89,30.55,5,3249,492,59.34
2056-09-12,P012,83,E,South,28.42,8.44,1,4285,393,19.980000000000004
2056-09-13,P020,99,C,North,83.86,24.78,3,777,270,59.08
2056-09-14,P007,79,D,South,33.89,5.47,1,2144,321,28.42
2056-09-15,P012,84,C,North,69.46,7.24,2,1922,26,62.21999999999999
2056-09-16,P008,64,B,West,31.93,7.49,2,1779,457,24.439999999999998
2056-09-17,P015,70,A,West,20.31,7.97,1,3940,59,12.34
2056-09-18,P002,67,E,South,69.76,17.73,1,4598,491,52.03
2056-09-19,P011,91,A,West,63.54,7.48,5,1867,463,56.06
2056-09-20,P005,53,A,East,46.13,15.33,2,1027,143,30.800000000000004
2056-09-21,P006,75,C,East,13.3,4.26,3,4316,302,9.040000000000001
2056-09-22,P019,49,E,East,52.78,9.63,3,3364,82,43.15
2056-09-23,P014,70,B,West,23.38,2.46,4,2967,138,20.919999999999998
2056-09-24,P007,74,A,East,42.35,15.96,3,2618,30,26.39
2056-09-25,P012,93,C,North,62.76,20.03,2,2190,136,42.73
2056-09-26,P017,83,C,West,94.54,6.67,1,4281,286,87.87
2056-09-27,P004,70,E,East,56.02,1.73,5,4635,399,54.290000000000006
2056-09-28,P020,89,D,West,27.53,14.97,1,2141,264,12.56
2056-09-29,P010,79,D,East,95.16,29.77,2,3633,17,65.39
2056-09-30,P001,79,B,North,12.33,5.93,2,223,315,6.4
2056-10-01,P004,67,C,South,67.85,13.37,4,517,34,54.48
2056-10-02,P013,69,D,North,33.62,4.8,3,3006,124,28.819999999999997
2056-10-03,P006,71,A,South,78.18,4.7,3,4003,342,73.48
2056-10-04,P015,79,B,East,39.81,3.46,5,4909,403,36.35
2056-10-05,P014,80,A,North,48.59,16.42,2,163,387,32.17
2056-10-06,P003,94,D,South,79.34,22.32,1,1227,129,57.02
2056-10-07,P019,83,C,North,90.8,11.26,1,763,100,79.53999999999999
2056-10-08,P006,52,D,West,26.43,4.71,1,2048,219,21.72
2056-10-09,P002,82,B,South,36.67,3.01,5,4662,262,33.660000000000004
2056-10-10,P009,64,B,East,10.39,1.33,4,2567,353,9.06
2056-10-11,P013,69,A,West,87.09,25.6,2,2208,411,61.49
2056-10-12,P018,71,A,East,95.24,13.3,3,4987,249,81.94
2056-10-13,P012,72,B,East,35.15,10.42,5,1369,441,24.729999999999997
2056-10-14,P004,65,A,West,44.61,10.85,2,4105,190,33.76
2056-10-15,P007,81,E,South,48.61,14.48,5,4892,254,34.129999999999995
2056-10-16,P012,65,B,West,46.88,14.51,2,3980,47,32.370000000000005
2056-10-17,P011,83,A,East,45.36,12.01,3,2996,365,33.35
2056-10-18,P007,101,D,North,52.83,15.19,3,4544,112,37.64
2056-10-19,P010,66,C,South,23.84,3.48,1,3771,139,20.36
2056-10-20,P009,76,E,North,15.19,8.89,1,3242,473,6.299999999999999
2056-10-21,P002,54,E,South,75.12,43.63,3,4118,458,31.490000000000002
2056-10-22,P005,76,C,South,86.19,25.38,4,3512,86,60.81
2056-10-23,P010,86,C,North,82.92,33.32,1,2363,307,49.6
2056-10-24,P014,86,D,East,66.4,36.09,1,1130,307,30.310000000000002
2056-10-25,P016,80,C,West,97.19,14.7,4,2988,256,82.49
2056-10-26,P002,88,E,North,10.14,4.67,5,3054,216,5.470000000000001
2056-10-27,P019,105,D,East,38.76,8.47,2,4566,425,30.29
2056-10-28,P009,96,C,North,37.9,6.3,5,1598,409,31.599999999999998
2056-10-29,P014,74,D,West,41.47,5.9,3,747,159,35.57
2056-10-30,P015,65,D,West,82.0,30.2,1,1883,250,51.8
2056-10-31,P019,75,A,South,41.63,8.55,1,488,358,33.08
2056-11-01,P008,70,C,North,57.44,18.35,3,2927,196,39.089999999999996
2056-11-02,P015,84,A,North,65.25,8.79,3,962,152,56.46
2056-11-03,P008,68,E,South,86.08,6.06,2,1948,227,80.02
2056-11-04,P004,79,D,East,65.43,16.72,5,1417,469,48.71000000000001
2056-11-05,P006,88,E,East,44.32,25.26,3,1476,168,19.06
2056-11-06,P011,78,D,South,72.53,25.02,1,2980,126,47.510000000000005
2056-11-07,P012,70,C,East,56.4,23.35,4,1780,277,33.05
2056-11-08,P009,91,B,East,57.56,11.42,1,2039,413,46.14
2056-11-09,P018,61,C,East,40.16,13.91,1,1943,53,26.249999999999996
2056-11-10,P017,76,D,South,10.14,4.3,3,399,249,5.840000000000001
2056-11-11,P003,79,B,West,42.03,17.86,5,4410,75,24.17
2056-11-12,P013,80,B,South,37.24,9.07,3,1439,443,28.17
2056-11-13,P006,81,C,North,19.03,11.39,1,4848,55,7.640000000000001
2056-11-14,P014,86,E,North,27.88,4.89,1,3334,219,22.99
2056-11-15,P001,79,C,North,98.28,6.93,3,2163,73,91.35
2056-11-16,P004,76,D,East,35.18,16.62,2,1380,65,18.56
2056-11-17,P018,76,E,North,56.63,23.86,4,4415,463,32.77
2056-11-18,P011,74,D,East,59.44,16.16,3,3226,274,43.28
2056-11-19,P011,88,E,East,60.4,27.54,3,3104,396,32.86
2056-11-20,P008,73,A,East,14.26,0.42,3,4843,454,13.84
2056-11-21,P004,88,E,North,79.43,33.82,3,2065,233,45.61000000000001
2056-11-22,P002,80,A,North,75.73,11.6,1,2137,283,64.13000000000001
2056-11-23,P001,75,D,North,97.95,50.31,2,4944,302,47.64
2056-11-24,P010,86,C,East,26.62,7.46,1,1524,322,19.16
2056-11-25,P017,73,D,East,59.84,11.27,3,4966,143,48.57000000000001
2056-11-26,P007,86,C,West,82.34,24.05,5,2472,10,58.290000000000006
2056-11-27,P007,82,A,West,21.19,3.17,1,2779,135,18.020000000000003
2056-11-28,P013,74,C,South,81.06,29.58,3,2211,101,51.480000000000004
2056-11-29,P001,85,D,South,34.3,4.68,4,3858,279,29.619999999999997
2056-11-30,P001,85,D,East,35.28,20.08,4,2066,197,15.200000000000003
2056-12-01,P013,92,D,South,95.1,34.0,2,714,323,61.099999999999994
2056-12-02,P001,90,E,West,38.25,10.3,1,4034,485,27.95
2056-12-03,P006,85,D,West,62.58,29.93,4,3363,156,32.65
2056-12-04,P010,69,E,East,49.61,4.48,2,1064,348,45.129999999999995
2056-12-05,P001,104,B,South,17.03,3.51,2,2096,413,13.520000000000001
2056-12-06,P005,66,A,East,95.54,29.17,2,2053,26,66.37
2056-12-07,P002,90,B,South,29.24,7.87,4,530,32,21.369999999999997
2056-12-08,P003,84,B,East,34.09,2.58,5,4012,76,31.510000000000005
2056-12-09,P003,68,E,West,43.95,9.4,2,2046,245,34.550000000000004
2056-12-10,P018,79,E,North,54.87,12.92,1,661,11,41.949999999999996
2056-12-11,P008,79,A,South,22.99,5.34,2,1234,426,17.65
2056-12-12,P009,93,A,East,66.69,43.47,1,2149,324,23.22
2056-12-13,P002,73,A,West,56.32,5.69,1,4009,211,50.63
2056-12-14,P002,78,D,West,37.27,12.65,5,700,481,24.620000000000005
2056-12-15,P016,57,D,West,72.34,6.8,3,442,462,65.54
2056-12-16,P007,98,A,North,56.27,6.91,1,3064,40,49.36
2056-12-17,P004,70,E,East,85.66,67.49,5,4335,449,18.17
2056-12-18,P005,84,B,North,86.99,39.01,1,1615,88,47.98
2056-12-19,P001,79,A,East,98.21,53.3,2,3880,211,44.91
2056-12-20,P010,79,A,West,16.06,4.75,2,3412,159,11.309999999999999
2056-12-21,P013,88,B,East,46.47,12.7,2,239,240,33.769999999999996
2056-12-22,P015,97,C,West,55.14,14.69,5,4759,262,40.45
2056-12-23,P001,83,A,East,31.04,8.03,5,2612,253,23.009999999999998
2056-12-24,P018,87,A,South,92.98,27.29,3,920,116,65.69
2056-12-25,P014,84,D,North,17.93,2.38,5,4370,339,15.55
2056-12-26,P018,91,B,North,48.57,9.05,4,3352,422,39.519999999999996
2056-12-27,P012,76,A,North,26.67,7.07,4,1250,118,19.6
2056-12-28,P012,91,A,South,71.39,20.34,3,4647,411,51.05
2056-12-29,P005,92,C,South,73.45,2.35,3,2933,128,71.10000000000001
2056-12-30,P007,91,B,West,88.53,29.28,2,3034,255,59.25
2056-12-31,P013,74,A,West,46.81,6.68,5,2062,24,40.13
2057-01-01,P009,79,C,North,79.76,22.73,4,544,151,57.03
2057-01-02,P006,83,A,South,59.46,11.31,2,1987,476,48.15
2057-01-03,P007,67,E,South,83.1,36.88,1,331,489,46.21999999999999
2057-01-04,P018,96,C,North,17.68,6.15,1,891,424,11.53
2057-01-05,P015,80,E,East,51.71,29.9,1,2303,494,21.810000000000002
2057-01-06,P008,83,A,West,23.55,3.34,4,3710,493,20.21
2057-01-07,P020,75,C,West,81.13,14.23,4,3210,100,66.89999999999999
2057-01-08,P016,67,B,East,23.74,10.92,2,4882,251,12.819999999999999
2057-01-09,P017,75,D,North,10.73,2.72,2,961,138,8.01
2057-01-10,P003,83,A,South,93.66,36.0,3,1028,256,57.66
2057-01-11,P013,87,C,West,53.61,9.97,1,4964,292,43.64
2057-01-12,P009,82,E,South,98.67,5.03,5,4135,150,93.64
2057-01-13,P020,84,C,North,50.77,8.6,5,1213,204,42.17
2057-01-14,P015,77,B,North,63.17,25.32,1,4096,263,37.85
2057-01-15,P016,86,C,West,76.98,13.3,5,324,411,63.68000000000001
2057-01-16,P016,96,E,North,35.27,3.89,4,4769,470,31.380000000000003
2057-01-17,P019,88,A,North,21.96,2.78,4,2660,237,19.18
2057-01-18,P004,89,E,South,69.5,7.18,3,1863,372,62.32
2057-01-19,P019,84,E,East,55.96,5.94,2,1306,449,50.02
2057-01-20,P019,66,E,North,84.41,16.83,3,4895,249,67.58
2057-01-21,P002,70,D,West,14.06,2.85,3,3355,195,11.21
2057-01-22,P006,85,A,West,59.03,10.3,1,2375,55,48.730000000000004
2057-01-23,P013,81,D,South,26.72,8.91,1,238,379,17.81
2057-01-24,P015,85,C,North,65.56,11.86,3,4504,480,53.7
2057-01-25,P010,98,A,East,78.44,37.19,4,2827,287,41.25
2057-01-26,P010,88,A,North,33.67,17.35,5,1579,133,16.32
2057-01-27,P004,94,C,West,53.36,13.23,2,143,212,40.129999999999995
2057-01-28,P014,82,C,South,47.82,7.0,5,3245,37,40.82
2057-01-29,P008,73,E,North,77.94,4.41,5,4842,70,73.53
2057-01-30,P006,80,A,East,63.99,12.97,5,857,416,51.02
2057-01-31,P012,73,B,South,20.86,7.02,3,3124,19,13.84
2057-02-01,P008,97,E,South,97.91,54.23,1,1189,198,43.68
2057-02-02,P006,89,A,West,92.11,26.72,5,2561,138,65.39
2057-02-03,P015,86,C,West,62.08,18.07,4,1203,162,44.01
2057-02-04,P019,93,C,East,79.97,6.29,1,2965,450,73.67999999999999
2057-02-05,P014,61,B,West,11.8,4.63,4,4851,434,7.170000000000001
2057-02-06,P003,87,A,North,28.13,12.53,5,4081,198,15.6
2057-02-07,P018,68,D,North,79.11,36.05,4,813,128,43.06
2057-02-08,P010,81,E,South,19.56,6.3,3,3841,283,13.259999999999998
2057-02-09,P014,78,A,East,13.85,2.9,3,3297,383,10.95
2057-02-10,P014,88,D,West,65.41,20.17,5,2459,420,45.239999999999995
2057-02-11,P007,84,C,South,13.08,3.16,4,3084,414,9.92
2057-02-12,P007,95,C,South,26.48,8.72,4,2573,436,17.759999999999998
2057-02-13,P011,75,D,East,17.2,4.51,5,1798,377,12.69
2057-02-14,P018,88,D,West,58.08,24.05,2,1686,434,34.03
2057-02-15,P010,83,B,East,70.92,10.08,4,4408,346,60.84
2057-02-16,P015,65,A,East,26.5,15.37,2,2654,71,11.13
2057-02-17,P012,72,C,West,52.19,14.78,5,4985,270,37.41
2057-02-18,P017,80,E,North,11.82,2.05,5,4710,160,9.77
2057-02-19,P017,93,C,South,33.82,3.59,4,4081,185,30.23
2057-02-20,P001,86,A,South,26.16,6.86,4,3963,260,19.3
2057-02-21,P006,70,D,North,24.94,8.23,3,2071,468,16.71
2057-02-22,P015,80,B,East,30.25,9.44,4,4622,315,20.810000000000002
2057-02-23,P019,102,C,North,82.48,50.79,1,2055,281,31.690000000000005
2057-02-24,P014,83,B,South,95.48,21.02,5,1429,146,74.46000000000001
2057-02-25,P010,78,D,West,73.54,42.15,3,2149,87,31.390000000000008
2057-02-26,P010,86,A,West,16.5,4.37,2,2079,494,12.129999999999999
2057-02-27,P007,89,C,North,66.53,16.08,3,100,50,50.45
2057-02-28,P007,77,A,South,76.07,11.51,3,2519,377,64.55999999999999
2057-03-01,P014,87,E,North,20.0,6.96,4,452,44,13.04
2057-03-02,P015,78,A,North,36.49,11.54,2,4609,145,24.950000000000003
2057-03-03,P020,89,D,South,48.55,18.68,3,1285,275,29.869999999999997
2057-03-04,P009,83,D,West,37.97,10.84,5,2190,53,27.13
2057-03-05,P015,86,E,South,56.65,4.71,4,4196,337,51.94
2057-03-06,P009,74,A,North,21.78,6.04,4,449,278,15.740000000000002
2057-03-07,P007,73,D,North,50.03,6.56,4,1897,184,43.47
2057-03-08,P011,91,D,West,76.0,16.16,1,4838,42,59.84
2057-03-09,P005,81,D,North,51.48,32.74,1,4687,167,18.739999999999995
2057-03-10,P009,85,D,North,28.94,3.68,1,3791,24,25.26
2057-03-11,P006,79,B,West,82.19,23.02,4,1616,89,59.17
2057-03-12,P007,91,C,South,45.5,7.27,4,1232,29,38.230000000000004
2057-03-13,P014,76,B,East,48.26,22.97,2,2872,301,25.29
2057-03-14,P019,80,D,South,42.19,6.2,2,334,114,35.989999999999995
2057-03-15,P011,90,A,East,36.08,15.27,5,2795,332,20.81
2057-03-16,P007,94,B,South,64.18,25.17,1,3833,312,39.010000000000005
2057-03-17,P006,77,E,West,26.9,6.44,4,1253,217,20.459999999999997
2057-03-18,P004,101,C,West,79.23,6.61,5,3472,65,72.62
2057-03-19,P014,85,A,West,53.35,17.79,5,4824,496,35.56
2057-03-20,P003,71,B,East,89.52,17.18,5,775,70,72.34
2057-03-21,P017,86,C,South,94.5,29.19,2,4447,341,65.31
2057-03-22,P015,78,B,West,44.47,5.6,1,3408,498,38.87
2057-03-23,P001,86,E,East,24.29,5.52,5,1300,189,18.77
2057-03-24,P011,82,D,West,55.47,20.95,5,2120,25,34.519999999999996
2057-03-25,P013,83,E,North,34.34,25.09,1,2271,400,9.250000000000004
2057-03-26,P003,73,D,North,48.39,3.85,3,785,299,44.54
2057-03-27,P013,92,C,West,43.97,2.37,5,312,482,41.6
2057-03-28,P018,70,B,East,50.54,13.92,4,1417,58,36.62
2057-03-29,P009,71,B,North,54.87,20.89,2,3476,250,33.98
2057-03-30,P002,86,E,West,66.47,18.2,4,3608,318,48.269999999999996
2057-03-31,P008,98,A,West,10.34,4.27,5,3367,165,6.07
2057-04-01,P002,79,C,East,33.08,5.06,3,1912,238,28.02
2057-04-02,P001,89,D,East,25.32,6.95,1,4421,107,18.37
2057-04-03,P003,93,C,North,73.94,12.77,2,2288,374,61.17
2057-04-04,P017,90,E,West,84.91,18.06,1,297,422,66.85
2057-04-05,P007,79,B,North,75.32,5.34,2,2991,11,69.97999999999999
2057-04-06,P010,71,D,South,97.72,37.35,1,1700,270,60.37
2057-04-07,P019,60,D,West,16.95,2.6,2,4434,224,14.35
2057-04-08,P009,80,D,East,51.83,16.46,1,1014,382,35.37
2057-04-09,P018,94,D,South,90.94,37.28,1,467,270,53.66
2057-04-10,P015,71,C,East,38.72,7.56,1,2180,59,31.16
2057-04-11,P017,89,C,East,82.21,33.13,3,3147,54,49.07999999999999
2057-04-12,P017,73,E,South,60.56,13.17,2,3373,111,47.39
2057-04-13,P019,83,B,North,98.07,13.8,3,2511,446,84.27
2057-04-14,P009,89,B,South,43.39,20.52,3,2814,388,22.87
2057-04-15,P006,76,C,West,47.55,2.88,1,1609,127,44.669999999999995
2057-04-16,P019,84,E,North,24.74,4.69,3,2494,134,20.049999999999997
2057-04-17,P008,78,A,North,24.37,5.38,1,4500,366,18.990000000000002
2057-04-18,P006,89,D,West,87.49,17.26,2,3390,180,70.22999999999999
2057-04-19,P017,85,B,West,46.66,8.16,5,2829,33,38.5
2057-04-20,P006,83,D,East,65.84,34.42,5,3551,104,31.42
2057-04-21,P013,98,B,South,77.7,42.84,4,839,291,34.86
2057-04-22,P002,89,A,West,49.44,26.42,5,1052,410,23.019999999999996
2057-04-23,P012,76,B,South,95.84,64.71,4,1943,423,31.13000000000001
2057-04-24,P007,82,A,North,94.44,52.7,1,1172,354,41.739999999999995
2057-04-25,P006,82,B,West,71.21,37.41,1,2048,388,33.8
2057-04-26,P017,83,C,North,99.57,21.48,5,500,350,78.08999999999999
2057-04-27,P008,108,D,East,10.24,3.14,3,4577,405,7.1
2057-04-28,P006,86,E,East,10.83,1.54,5,4491,346,9.29
2057-04-29,P019,62,E,West,16.08,5.25,2,494,24,10.829999999999998
2057-04-30,P009,77,B,West,94.92,32.16,2,4867,419,62.760000000000005
2057-05-01,P020,63,E,West,64.44,36.32,5,2034,321,28.119999999999997
2057-05-02,P016,79,D,North,93.5,18.82,4,4998,99,74.68
2057-05-03,P018,63,C,West,21.44,8.77,2,143,159,12.670000000000002
2057-05-04,P019,74,C,East,12.88,3.09,2,1962,381,9.790000000000001
2057-05-05,P007,68,A,West,58.9,14.26,1,687,107,44.64
2057-05-06,P008,87,E,West,25.77,1.22,2,1301,449,24.55
2057-05-07,P019,83,D,North,87.39,21.7,4,2470,168,65.69
2057-05-08,P001,86,E,South,47.84,9.6,4,3648,63,38.24
2057-05-09,P013,82,D,East,79.34,17.52,5,2928,342,61.82000000000001
2057-05-10,P001,69,A,South,56.48,18.21,2,4546,179,38.269999999999996
2057-05-11,P011,88,E,North,57.58,7.33,5,4801,30,50.25
2057-05-12,P002,102,C,West,71.37,12.1,3,1544,280,59.27
2057-05-13,P003,87,A,West,40.19,10.29,2,2839,467,29.9
2057-05-14,P013,79,E,East,95.4,0.31,3,2120,105,95.09
2057-05-15,P007,69,C,West,46.04,23.63,3,3261,38,22.41
2057-05-16,P002,74,C,North,45.82,7.38,3,2259,312,38.44
2057-05-17,P002,87,D,South,73.67,16.59,1,471,287,57.08
2057-05-18,P003,94,C,East,67.26,17.29,5,3118,344,49.970000000000006
2057-05-19,P013,86,B,West,99.62,17.66,4,4306,348,81.96000000000001
2057-05-20,P012,91,E,West,86.52,46.3,1,3180,300,40.22
2057-05-21,P001,90,E,South,35.61,20.41,2,267,92,15.2
2057-05-22,P018,88,D,South,19.14,6.97,4,4185,424,12.170000000000002
2057-05-23,P005,76,C,West,19.6,11.01,5,987,171,8.590000000000002
2057-05-24,P019,85,D,West,42.54,8.96,1,640,364,33.58
2057-05-25,P010,75,B,North,52.95,29.42,1,4813,462,23.53
2057-05-26,P006,83,D,South,67.34,27.41,1,4313,32,39.93000000000001
2057-05-27,P018,86,E,South,87.2,40.09,4,2985,14,47.11
2057-05-28,P015,100,D,South,99.06,26.87,2,2074,174,72.19
2057-05-29,P014,70,E,North,46.78,6.85,5,300,42,39.93
2057-05-30,P016,88,A,South,59.1,22.17,5,2383,342,36.93
2057-05-31,P004,98,B,North,64.07,13.67,2,185,196,50.39999999999999
2057-06-01,P019,91,B,East,60.27,48.32,4,3846,267,11.950000000000003
2057-06-02,P008,92,E,East,18.13,4.59,3,692,128,13.54
2057-06-03,P001,89,A,North,20.35,6.75,1,1321,71,13.600000000000001
2057-06-04,P020,96,C,East,89.99,24.47,4,2948,257,65.52
2057-06-05,P013,72,D,South,70.8,35.38,5,1810,149,35.419999999999995
2057-06-06,P009,69,C,South,71.09,35.87,4,125,406,35.220000000000006
2057-06-07,P001,83,A,North,83.33,33.29,5,3661,477,50.04
2057-06-08,P015,62,B,West,17.57,2.62,3,2975,327,14.95
2057-06-09,P015,96,C,South,47.39,23.91,1,250,91,23.48
2057-06-10,P014,96,A,West,32.2,13.14,1,106,390,19.060000000000002
2057-06-11,P005,79,B,West,69.47,40.24,5,4940,312,29.229999999999997
2057-06-12,P017,80,C,West,29.34,11.38,5,773,311,17.96
2057-06-13,P006,83,B,East,72.29,6.81,1,4833,488,65.48
2057-06-14,P009,84,E,East,44.91,21.45,1,2651,150,23.459999999999997
2057-06-15,P020,85,B,North,49.55,27.02,5,2392,495,22.529999999999998
2057-06-16,P019,89,B,East,83.62,11.6,1,3265,319,72.02000000000001
2057-06-17,P017,82,A,West,41.34,10.06,5,3127,339,31.28
2057-06-18,P007,93,A,West,33.09,10.75,1,3841,458,22.340000000000003
2057-06-19,P008,88,D,East,86.52,34.85,3,1907,430,51.669999999999995
2057-06-20,P015,77,A,East,71.69,42.6,3,4969,356,29.089999999999996
2057-06-21,P006,97,E,West,46.35,4.05,2,1275,239,42.300000000000004
2057-06-22,P001,70,E,North,54.87,19.91,2,1560,327,34.959999999999994
2057-06-23,P009,83,B,West,41.31,19.17,2,2691,125,22.14
2057-06-24,P007,93,A,North,59.61,18.62,5,4005,343,40.989999999999995
2057-06-25,P020,76,D,South,22.48,7.55,4,585,221,14.93
2057-06-26,P019,87,A,West,89.96,20.37,4,4125,172,69.58999999999999
2057-06-27,P004,89,D,East,59.86,29.16,1,242,414,30.7
2057-06-28,P001,75,B,East,44.67,23.81,1,4272,34,20.860000000000003
2057-06-29,P009,83,E,West,61.44,7.69,4,3738,427,53.75
2057-06-30,P002,82,A,North,24.51,7.27,2,1046,498,17.240000000000002
2057-07-01,P016,78,A,East,17.06,1.45,2,779,470,15.61
2057-07-02,P002,107,E,South,59.33,23.85,1,379,141,35.48
2057-07-03,P003,76,E,East,16.34,6.34,1,2855,478,10.0
2057-07-04,P014,94,C,North,69.48,30.16,1,1507,452,39.32000000000001
2057-07-05,P013,80,C,West,82.02,44.94,3,3619,72,37.08
2057-07-06,P017,73,C,East,98.95,26.07,3,4652,250,72.88
2057-07-07,P010,85,E,West,79.23,25.02,3,2304,289,54.21000000000001
2057-07-08,P003,90,C,West,97.67,24.28,2,2438,126,73.39
2057-07-09,P004,93,A,South,12.0,1.57,4,2096,374,10.43
2057-07-10,P005,99,E,South,60.3,15.62,4,738,298,44.68
2057-07-11,P011,113,A,West,24.83,10.39,5,3038,55,14.439999999999998
2057-07-12,P006,86,E,North,32.06,12.76,2,494,32,19.300000000000004
2057-07-13,P001,77,B,South,76.11,28.58,4,3484,341,47.53
2057-07-14,P019,88,A,East,32.75,17.42,1,998,439,15.329999999999998
2057-07-15,P007,81,E,South,26.18,2.51,5,1646,472,23.67
2057-07-16,P010,93,D,West,43.47,20.82,4,2049,416,22.65
2057-07-17,P012,71,E,South,17.49,2.03,4,1421,370,15.459999999999999
2057-07-18,P012,108,B,North,23.18,7.98,3,2643,403,15.2
